15	811
15	6676
15	6680
15	6690
15	6699
72	811
72	1024
72	1922
72	1936
72	1969
72	2059
72	2114
72	2119
72	3686
72	5341
72	8476
72	10763
72	11274
72	13040
72	15310
72	23804
72	40404
72	47644
72	57530
72	61005
72	88014
72	101090
72	103527
72	166978
72	224411
72	319813
97	4513
97	4537
97	4584
97	4594
97	4600
97	4605
97	4620
97	4634
97	4645
97	4654
97	4658
97	4688
97	4705
165	517
165	875
165	3220
165	5036
165	5065
165	5080
165	5088
174	3173
310	1024
310	3504
517	794
517	811
517	963
517	1180
517	1605
517	5341
517	8618
517	9855
517	11978
517	13040
517	14881
517	15059
517	15231
517	15310
517	15336
517	16100
517	16385
517	19573
517	28755
517	203349
517	655500
517	655500
708	811
708	5873
708	7791
708	15310
708	35885
708	35897
794	811
794	2059
794	5703
794	8706
794	11287
810	811
810	823
810	3100
810	5967
810	7476
810	8513
810	8618
810	10315
810	11978
810	15564
810	23199
810	79189
810	87994
810	88006
810	88014
810	88016
810	651039
811	823
811	847
811	875
811	1024
811	1177
811	1180
811	1969
811	2059
811	2429
811	2940
811	3100
811	3504
811	5036
811	5065
811	8505
811	9234
811	9553
811	9955
811	10763
811	11274
811	11287
811	18303
811	19242
811	19590
811	22736
811	22737
811	22830
811	23124
811	23199
811	31572
811	44522
823	1922
823	1936
823	2119
823	3504
823	3622
823	3686
823	5036
823	5065
823	5341
823	5762
823	5873
823	6095
823	6690
823	7791
823	8459
823	8706
823	8752
823	8866
823	9553
823	9955
823	11274
823	15231
823	19170
823	19242
823	21622
823	22714
823	22918
823	23089
823	23098
823	23653
823	23775
823	23804
823	24090
823	24278
823	25223
823	26001
823	27122
823	28001
823	35897
823	46197
823	47625
823	47632
823	47637
823	47644
823	47645
823	47652
823	47685
823	47702
823	47716
823	47747
823	47753
847	3100
847	5873
847	10553
847	46197
875	1024
875	1180
875	2429
875	5065
875	5703
875	5873
875	8752
875	9234
875	10315
875	18303
875	43824
875	48404
875	48423
875	48431
884	1024
884	2940
884	3100
884	5036
884	5962
884	6699
884	6723
884	7944
884	10243
884	10315
884	10553
884	11287
884	14881
884	18303
884	23051
884	26623
884	27891
884	31572
884	43193
884	49830
884	49976
884	49978
953	35897
963	1177
963	1180
963	5341
963	9855
963	44522
1019	6676
1019	16778
1019	20869
1019	21162
1019	33608
1019	67435
1019	70547
1019	77483
1019	77487
1019	77506
1019	223319
1019	507127
1024	1177
1024	1180
1024	3218
1024	6260
1024	7791
1024	8459
1024	8505
1024	9063
1024	9553
1024	10315
1024	11978
1024	18303
1024	21622
1024	22830
1024	23709
1024	25035
1024	25223
1024	28080
1024	28084
1024	45735
1024	63134
1024	645203
1177	3218
1177	5065
1177	5873
1177	7944
1177	11287
1177	12612
1177	65614
1180	2940
1180	3100
1180	3504
1180	5036
1180	5065
1180	5659
1180	8706
1180	9063
1180	9145
1180	16385
1180	19590
1180	25862
1180	26001
1180	27891
1180	43193
1180	52176
1180	52181
1180	58153
1180	69166
1180	70806
1309	3836
1309	16945
1309	27122
1605	3100
1605	24278
1605	46993
1742	2940
1742	6723
1844	30185
1844	87952
1844	91324
1844	92190
1854	1856
1854	1911
1854	3130
1854	18463
1854	18589
1854	20482
1854	20523
1854	20658
1854	20835
1854	21140
1854	21249
1854	87952
1854	92576
1854	92719
1854	92854
1854	96488
1854	96772
1854	96792
1854	96795
1854	112722
1856	1911
1856	18463
1856	20523
1856	87952
1898	18690
1898	87952
1898	92282
1905	87952
1911	18303
1911	18463
1911	18690
1911	18692
1911	20042
1911	20322
1911	20373
1911	20523
1911	20554
1911	21140
1911	21142
1911	21249
1911	30185
1911	72482
1911	74675
1911	77487
1911	87952
1911	92282
1911	92719
1911	92854
1911	93660
1911	96302
1911	96795
1911	97176
1911	97204
1911	97241
1922	26001
1936	8706
1936	9145
1969	2252
2059	19410
2059	103527
2114	35897
2119	101079
2119	101081
2119	101090
2119	101092
2252	5341
2252	6752
2252	9234
2252	15231
2252	15433
2252	103527
2386	94044
2386	110071
2423	71186
2423	87337
2423	94044
2423	104975
2423	105992
2423	111756
2429	8001
2429	11924
2429	71186
2940	3100
2940	8706
2940	22770
2940	35897
2940	49976
2940	122211
3081	3100
3081	5926
3081	16100
3100	3173
3100	3218
3100	3504
3100	8001
3100	8182
3100	8706
3100	9553
3100	10243
3100	10553
3100	10845
3100	16385
3100	18303
3100	26001
3100	28115
3100	35897
3100	54681
3100	60456
3100	116987
3100	126840
3100	126852
3100	126912
3100	126997
3100	127074
3100	127315
3100	127320
3100	181384
3130	18463
3130	87952
3173	5967
3173	20572
3173	26383
3173	27694
3173	43193
3173	125258
3218	3220
3218	3504
3218	8505
3218	9234
3218	10243
3218	10553
3218	16660
3218	32182
3218	35897
3220	3504
3220	5036
3220	6225
3220	7791
3220	8706
3220	9234
3220	10553
3220	11978
3220	16385
3220	23518
3220	31572
3220	61339
3220	130079
3504	16385
3504	23124
3592	8706
3622	6095
3622	15310
3836	14950
3997	8618
3997	82602
3997	83925
3997	88586
3997	125086
3997	130975
3997	142365
3997	145955
3997	145965
3997	145998
4395	11357
4395	155179
4395	155180
4537	4594
4537	4634
4537	4654
4594	4634
4605	4654
4634	4654
4654	4705
4658	61391
4658	91173
4658	104975
4658	109380
5036	5065
5036	5703
5036	6723
5036	8706
5036	9955
5036	19170
5036	19590
5036	26797
5036	166978
5036	166994
5036	604402
5036	628352
5065	8513
5065	59759
5136	5502
5136	9955
5136	67435
5341	9855
5341	655500
5341	655500
5502	8706
5502	12016
5502	35897
5502	169655
5703	7791
5703	19410
5703	20042
5703	91173
5703	104975
5762	27891
5873	8885
5873	13841
5885	35897
5926	20523
5926	20715
5999	19924
6225	258693
6260	35897
6300	28799
6300	35897
6676	11853
6676	11953
6676	16778
6676	21162
6676	29580
6676	63995
6676	67435
6676	70547
6676	77487
6676	77506
6676	223328
6676	507127
6690	7791
6690	35897
6690	139838
6723	20572
6723	27891
6723	52181
6723	183004
6752	8459
6752	108236
6752	156355
6752	175210
6752	181647
6752	181664
6752	181665
6752	287218
7476	11978
7476	212975
7695	9553
7695	84776
7695	139843
7791	10763
7791	11274
7791	16945
7944	22737
7974	9063
8001	12683
8001	21132
8001	91173
8001	94044
8001	104344
8001	105992
8001	106116
8182	8706
8182	9553
8406	133258
8406	172775
8406	191986
8406	191996
8406	192012
8406	192015
8406	192016
8406	192017
8406	192022
8406	192024
8406	353102
8406	484952
8459	180201
8505	8706
8505	35897
8513	23709
8513	35897
8618	9955
8618	82602
8618	83925
8618	145636
8706	9063
8706	9553
8706	9955
8706	11274
8706	11287
8706	11978
8706	12612
8706	16385
8706	19242
8706	22737
8706	22770
8706	22918
8706	22945
8706	26001
8706	28001
8706	37242
8706	44556
8706	47644
8706	47702
8706	69166
8706	70323
8706	130079
8706	139785
8706	139901
8706	193401
8706	193421
9063	11978
9178	14881
9178	127365
9178	139846
9234	9553
9553	10243
9553	11287
9553	15231
9553	15310
9553	15564
9553	18303
9553	20322
9553	25035
9553	25862
9553	28001
9553	73271
9554	202171
9955	11274
9955	19242
9955	22737
9955	23328
9955	25223
9955	28001
9955	28115
9955	47632
9955	99894
9955	123713
9955	123715
9955	135210
9955	179342
9955	203605
9955	203606
9955	203608
9955	203609
9955	203630
9955	203649
9955	203664
10243	193401
10315	10553
10553	11287
10553	11978
10553	18303
10553	20572
10553	37242
10553	56142
10553	139920
10763	19253
10763	19410
11274	11287
11274	11357
11274	15535
11274	22737
11287	18303
11287	19242
11287	22714
11287	23089
11287	23518
11287	26001
11287	28001
11287	28115
11287	47644
11287	48363
11287	101170
11287	116987
11287	139718
11287	178554
11357	44479
11357	65614
11357	88245
11357	148947
11357	207550
11357	207557
11357	207572
11432	25754
11432	35897
11432	139609
11853	21162
11853	77506
11854	20344
11854	30185
11854	77487
11854	87952
11854	90525
11854	92576
11903	16778
11903	24617
11903	63872
11903	77506
11924	20981
11924	92945
11953	63538
11978	35897
11978	139694
11978	139776
11978	212975
11978	212977
12016	139881
12504	193401
12612	60456
12683	20482
12683	20658
12683	87337
15059	27414
15231	19242
15231	23518
15336	26623
15433	47637
15535	22714
15564	22714
16385	23518
16385	35897
16385	139909
16778	20715
16778	20845
16778	20869
16778	20981
16778	21010
16778	21162
16778	21293
16778	29580
16778	37188
16778	63872
16778	63995
16778	67737
16778	70547
16778	77506
16778	97176
16778	97349
16778	103109
16778	166707
16778	170845
16778	203853
16778	223319
16778	223323
16778	223327
16778	223328
16778	223333
16778	223335
16945	224017
16945	224018
18463	20042
18463	20373
18463	20482
18463	63701
18463	77487
18463	87952
18463	112722
18463	213869
18589	72482
18589	87952
18690	87952
18690	92719
18692	20344
18692	87952
18692	90525
18692	94086
19170	19573
19590	139956
19924	23051
19924	43464
19924	203239
19924	234817
19924	234828
19924	234831
19924	234837
19924	234839
19924	234846
19924	234867
19924	234868
19924	234873
20042	20482
20042	20835
20042	87952
20042	91324
20042	237248
20195	63701
20195	87952
20322	87952
20322	92719
20344	21140
20344	30185
20344	87952
20344	92795
20344	96302
20373	20482
20373	20998
20373	63701
20373	87952
20482	20845
20482	20869
20482	31801
20482	51256
20482	87952
20482	96795
20482	178554
20482	246892
20523	20683
20523	63701
20523	74675
20523	87952
20554	87952
20572	37188
20658	21140
20658	21249
20658	72482
20658	87952
20658	96486
20658	167832
20683	20835
20683	87952
20715	20998
20715	77506
20835	87952
20845	20869
20845	21132
20845	92719
20845	92802
20845	97176
20869	77483
20998	29580
20998	38467
21132	507127
21140	30185
21140	72482
21142	21249
21142	72482
21142	87952
21162	63872
21162	77506
21249	63701
21249	87952
21249	92719
21278	87952
21785	35742
21785	178216
21785	190090
22770	35897
22770	139843
22830	35897
22918	35897
22945	35897
22945	139850
23328	123715
23518	61339
23709	24278
23709	26001
23709	66998
23709	264522
23831	35897
24497	148947
24497	155179
24497	155180
24497	276545
24617	29580
24617	47529
24617	183260
24617	202171
24617	268803
24617	268831
24617	268839
24617	268857
25035	88014
25754	35897
25754	139609
25755	35897
25862	60456
26001	35897
26001	58153
26623	157639
26980	90437
26980	148947
26980	155180
26980	277119
27115	155179
