0	10	4.37304
0	87	8.44498
0	88	2.1038
0	89	4.36997
0	90	8.27203
1	10	4.58329
1	18	4.47481
1	30	8.51082
1	31	3.37476
1	32	8.42777
1	33	5.90401
1	34	4.74484
1	35	8.73323
1	50	6.25452
1	72	8.60103
1	102	5.11957
1	121	1.84747
1	123	3.70082
1	137	5.04739
1	143	6.65557
1	209	6.39808
1	253	3.25507
1	269	1.6813
1	292	8.37552
1	298	7.60315
1	344	3.51061
1	386	8.85211
1	390	5.29852
1	507	7.95533
1	587	7.28613
1	696	1.39085
2	54	5.87205
2	55	5.2593
2	56	1.51155
2	57	7.02779
2	58	8.90399
2	59	6.4465
2	60	8.83369
2	61	4.71604
2	62	1.48462
2	63	7.33409
2	64	8.33821
2	65	3.31398
2	66	5.54721
3	6	5.68482
3	13	6.54969
3	46	8.70101
3	67	5.37689
3	68	2.50726
3	69	9.28121
3	70	8.83854
4	44	5.98608
5	18	2.08394
5	47	8.42745
6	8	9.39335
6	10	4.3529
6	16	8.88991
6	20	5.07849
6	22	3.69366
6	72	6.18579
6	105	5.45848
6	116	2.45072
6	132	2.17415
6	137	6.89129
6	139	1.79504
6	141	5.91024
6	142	1.87291
6	143	4.25064
6	144	5.41097
6	148	7.59182
6	149	3.89385
6	162	2.4661
6	235	3.52795
6	556	9.34479
6	791	8.84231
6	791	9.02893
7	10	2.35773
7	77	1.64822
7	95	1.60675
7	143	1.70574
7	248	6.95639
7	249	3.20227
8	10	2.1807
8	33	7.05592
8	75	9.66364
8	106	8.9795
8	124	8.73949
9	10	6.66949
9	11	8.26822
9	42	4.44497
9	81	4.50128
9	93	7.88575
9	104	1.79441
9	105	5.0632
9	119	7.97816
9	132	3.11803
9	147	7.14851
9	203	4.245
9	332	1.5753
9	342	5.65668
9	343	3.11436
9	344	1.24115
9	345	2.21782
9	790	8.84973
10	11	1.15368
10	12	6.76424
10	13	3.15754
10	18	3.61476
10	19	9.45806
10	20	5.48449
10	32	5.23521
10	33	7.32452
10	39	7.51052
10	40	2.20822
10	42	7.97556
10	47	7.93643
10	67	5.15431
10	68	1.31825
10	103	3.40504
10	113	8.59165
10	114	1.48741
10	117	5.80863
10	121	9.76073
10	123	7.52461
10	124	3.24937
10	153	8.18343
10	159	8.33043
10	163	9.85759
10	193	7.37499
10	194	2.53271
10	196	8.62354
10	202	2.6939
10	203	4.41914
10	242	7.62149
10	260	1.9469
11	30	4.07991
11	31	3.4921
11	35	3.83855
11	47	1.73386
11	49	2.76023
11	50	9.07674
11	67	6.05694
11	68	1.32805
11	72	4.40999
11	76	3.70065
11	77	6.00785
11	83	3.03186
11	89	2.57599
11	95	6.52651
11	101	2.80325
11	106	5.09972
11	107	1.45564
11	108	9.04677
11	114	4.95299
11	117	5.00497
11	123	4.40811
11	142	7.30085
11	158	6.55524
11	159	6.87332
11	190	1.31708
11	192	1.78675
11	197	5.20937
11	200	8.71359
11	201	3.36454
11	206	7.23979
11	208	7.72964
11	209	9.16964
11	211	8.36826
11	212	2.57791
11	216	2.7836
11	220	1.17763
11	226	3.85065
11	230	3.49254
11	249	5.00358
11	263	5.82455
11	266	7.45391
11	267	9.72244
11	268	8.66796
11	269	6.72104
11	270	1.46917
11	271	6.41267
11	272	3.8059
11	273	1.17994
11	274	7.70067
11	275	8.35812
11	276	3.72388
12	42	4.81302
12	77	7.57664
12	120	7.43266
12	263	2.25381
13	18	1.26655
13	20	4.96835
13	39	4.43083
13	68	3.88773
13	75	2.47973
13	77	4.60535
13	107	4.62199
13	113	4.10738
13	119	7.49927
13	153	6.25312
13	258	7.01184
13	278	9.73951
13	279	2.15593
13	280	1.1958
14	18	3.15985
14	40	5.5726
14	42	6.2101
14	67	8.73689
14	80	5.89245
14	90	4.89284
14	91	6.3321
14	96	8.83224
14	118	5.46522
14	119	4.06454
14	120	6.13071
14	124	1.06284
14	139	3.89255
14	153	2.45526
14	199	8.60526
14	222	8.06508
14	229	1.36595
14	242	2.87838
14	256	4.17057
14	282	5.85747
14	283	6.72734
14	284	2.40134
15	249	4.21416
16	19	4.93465
16	20	2.80292
16	72	5.99784
16	116	8.98677
16	260	6.64594
17	87	5.04248
17	151	6.76387
17	179	5.66852
17	186	5.30442
17	245	4.46293
17	311	3.4812
17	318	3.86205
17	328	3.23687
17	329	8.46049
17	330	2.851
17	579	7.65024
17	764	9.28838
18	19	4.07656
18	20	5.64608
18	45	5.30053
18	85	2.30033
18	95	8.4203
18	101	9.81385
18	103	1.93142
18	110	8.02868
18	114	9.75596
18	119	3.81714
18	132	5.26566
18	153	3.77231
18	190	5.84379
18	196	5.84443
18	207	2.86604
18	215	1.12118
18	216	4.1913
18	232	4.63989
18	233	4.56108
18	262	8.66281
18	301	7.18079
18	789	5.77104
19	45	5.9812
19	68	7.04137
19	77	2.35496
19	96	7.4741
19	124	5.53317
19	135	6.01307
19	308	9.55246
20	40	3.23643
20	42	4.41961
20	47	8.17619
20	67	2.61065
20	68	6.07014
20	74	4.31025
20	106	9.48968
20	110	6.77214
20	111	1.72804
20	149	1.04098
20	163	1.57885
20	219	8.20302
20	220	7.02978
20	229	2.54544
20	256	6.71434
20	287	7.46771
20	288	9.56406
20	293	2.08397
20	313	3.42748
20	319	2.64818
21	51	8.72744
21	152	5.78445
21	226	5.60349
22	42	3.09883
22	212	2.58825
22	264	5.37004
23	40	8.64195
23	91	9.79944
24	239	5.39142
24	341	9.18276
24	352	8.62856
24	354	5.83568
25	26	6.57248
25	29	2.30483
25	43	9.28297
25	154	1.87733
25	155	7.32693
25	170	6.8212
25	171	9.67989
25	174	7.40097
25	177	3.27354
25	184	1.9927
25	187	4.04786
25	341	8.86488
25	356	1.14948
25	357	5.76076
25	361	2.7546
25	373	4.42155
25	375	8.23172
25	376	4.35377
25	377	1.87284
25	401	4.83786
26	29	5.89036
26	154	7.7806
26	171	2.27694
26	341	8.30955
27	156	6.05534
27	341	6.59231
27	355	1.42385
28	341	6.0563
29	153	5.606
29	154	1.09004
29	156	7.99805
29	157	2.5679
29	165	8.3241
29	167	1.79139
29	169	2.0654
29	171	1.88796
29	172	9.6146
29	184	8.71376
29	185	7.08623
29	187	1.48238
29	239	5.43965
29	321	8.29699
29	325	3.6761
29	329	3.87987
29	341	1.80538
29	355	3.50794
29	357	8.27603
29	361	9.22965
29	363	3.96192
29	371	8.09153
29	377	8.52606
29	378	5.42919
29	379	2.14317
29	380	5.09456
30	220	6.47873
31	106	9.4861
31	111	9.54333
32	36	7.46765
33	161	7.09075
33	390	8.69248
34	249	4.52382
35	384	3.95391
35	385	3.20901
35	386	2.57633
35	387	7.25312
36	72	4.69421
36	92	3.76525
36	113	9.9603
36	142	8.47674
36	145	2.74881
36	390	2.61279
37	365	7.54812
37	399	5.08685
38	320	3.39289
38	340	4.40951
38	365	5.85457
38	392	5.67361
38	393	9.23511
38	400	7.12854
39	98	2.86151
39	130	7.51046
39	320	9.32134
40	42	2.41422
40	106	3.19472
40	195	1.23716
40	249	5.8989
40	283	9.23728
40	403	6.47619
41	42	7.12887
41	79	3.19567
41	148	8.88034
42	44	7.97912
42	45	2.46477
42	47	1.09506
42	98	7.26146
42	99	5.40552
42	106	7.95929
42	114	8.47525
42	118	2.79948
42	120	2.66216
42	122	6.27301
42	149	8.81221
42	153	1.35506
42	220	5.05841
42	234	8.80446
42	249	4.75962
42	290	3.29715
42	296	9.79366
42	402	4.12997
42	408	2.57845
42	409	4.64494
42	410	8.92078
42	411	1.35909
42	412	1.99617
42	413	1.21689
42	414	9.52138
42	527	8.97229
43	154	5.33393
43	341	8.0288
44	81	5.1412
44	173	9.37918
44	221	1.67373
44	228	6.76755
44	256	8.33067
44	407	1.17394
45	46	8.34952
45	47	7.40201
45	103	1.6437
45	113	7.61287
45	118	8.337
45	120	9.13062
45	150	3.19998
45	244	5.5883
45	249	7.29923
46	47	1.03373
46	67	2.55868
46	84	9.19404
46	95	2.13436
46	106	3.15146
46	113	2.59266
46	120	2.18478
46	132	2.11027
46	149	5.552
46	205	6.66314
46	242	5.49761
46	299	5.8553
46	416	1.91713
47	149	5.37588
47	202	8.3249
48	106	3.87674
49	83	9.13969
49	143	9.39243
51	140	3.88598
52	105	2.74275
52	333	2.71487
52	335	2.94556
52	347	5.74127
52	406	7.03168
52	417	7.11783
52	491	3.48341
52	493	4.25394
52	494	5.22796
52	495	1.17794
53	125	3.57048
53	499	1.96537
53	500	5.27644
55	57	8.64343
55	61	3.16657
55	63	8.81618
57	61	8.92453
59	63	8.89038
61	63	9.79619
63	66	2.18033
64	300	1.01256
64	351	1.7669
64	392	8.98674
64	397	1.23065
67	68	8.04512
67	75	7.62493
67	91	2.86647
67	106	2.76481
67	117	3.09825
67	158	1.27615
67	163	4.36785
67	223	5.66483
67	507	2.8002
67	508	5.82572
67	779	5.33937
67	787	5.32491
68	104	6.2615
68	295	9.80568
71	73	6.24922
71	117	8.80588
71	311	1.49606
72	116	9.9132
72	791	4.9667
72	791	2.55964
73	106	7.16465
73	133	4.08924
73	249	1.28217
73	512	2.72745
75	95	8.3569
75	161	5.82487
75	165	3.50173
75	351	1.88503
75	392	4.92374
76	229	8.30163
77	109	1.17176
77	138	1.77692
78	249	7.21201
79	171	3.79937
79	176	9.95087
82	164	4.25558
84	614	5.63855
85	249	2.05943
86	236	5.37947
86	249	8.62353
87	127	3.03032
87	131	6.59002
87	151	9.17435
87	186	4.28993
87	238	4.85087
87	307	1.65424
87	311	4.57193
87	318	6.96022
87	329	6.35074
87	330	5.59028
87	582	4.23908
87	764	6.35176
89	95	4.0263
89	249	9.66459
89	467	2.52134
91	173	4.62528
91	229	3.99953
91	288	2.91302
91	531	2.21784
92	101	7.66253
92	395	7.13531
92	501	4.31545
92	516	1.57304
92	528	7.50011
92	529	9.18873
92	530	6.50079
92	630	2.12202
93	132	2.2648
93	571	2.40557
94	114	5.23766
94	336	4.61103
94	468	3.04158
95	121	5.39591
95	123	3.11299
95	152	1.07006
96	194	1.03798
97	110	6.38287
98	136	6.62691
98	183	6.43082
98	351	3.97065
98	365	7.22685
98	391	2.51143
98	393	2.522
98	394	7.47827
99	106	2.15348
99	114	5.66239
100	419	8.77103
100	515	8.9323
100	538	6.85859
100	539	4.6586
100	540	5.59872
100	541	9.86292
100	542	1.91369
100	543	2.18716
100	544	1.37588
100	545	7.14103
100	704	3.2804
100	758	2.27918
101	524	8.14909
103	106	6.63136
103	249	3.30923
104	207	7.36622
104	249	5.60287
105	117	3.97504
105	333	9.10717
105	335	7.31384
105	492	4.77151
106	110	1.98669
106	114	9.64631
106	117	6.2191
106	123	1.16042
106	124	9.69647
106	132	1.3103
106	135	3.97809
106	149	2.40257
106	159	3.55013
106	194	8.70716
106	195	4.54347
106	197	1.32335
106	198	9.80027
106	220	2.05928
106	230	2.38161
106	251	9.73712
106	261	6.16368
106	269	7.04774
106	273	7.61348
106	313	4.02975
106	317	2.15484
106	416	2.44947
106	455	1.03834
106	479	5.64863
106	547	8.45985
106	548	9.50591
110	132	5.60829
112	139	3.9347
112	415	4.67436
112	469	4.12567
113	114	7.16216
114	118	2.46657
114	124	5.54182
114	142	1.6213
114	143	6.1839
114	147	9.97674
114	153	7.87977
114	167	9.02211
114	215	1.74244
114	219	6.95315
114	230	6.45599
114	322	9.28378
115	554	5.09163
117	123	2.1913
117	159	2.0626
117	194	8.28335
117	204	5.77183
117	216	7.60681
117	230	9.56041
117	234	7.7411
117	267	5.42275
117	383	1.47835
117	404	4.83775
117	405	7.36776
117	420	7.07477
117	522	1.24926
117	557	9.34816
117	558	2.70806
117	559	9.36913
117	560	8.45323
117	561	5.06336
117	562	3.75869
117	563	8.65884
118	547	6.02461
119	120	8.76509
120	124	5.13131
120	132	1.69428
120	153	4.69652
120	173	8.9289
120	251	5.90272
120	291	2.68052
120	484	9.57419
121	160	3.28398
121	161	1.93507
123	124	7.9059
123	125	3.4559
123	146	1.00096
123	194	7.33097
124	153	7.23222
124	159	8.97415
124	192	2.31732
124	200	4.85388
124	205	2.00141
124	220	3.34448
124	230	7.97308
124	234	4.46522
124	269	2.95423
124	277	6.32221
124	388	4.92098
124	402	9.46394
124	439	9.52389
124	521	3.01165
125	259	9.04564
125	308	5.12949
125	346	9.75708
125	496	2.51168
125	566	3.72349
125	567	8.9318
125	568	5.08907
126	217	8.126
126	249	4.94566
126	426	6.20772
127	186	6.64076
127	330	5.81837
128	168	9.74677
128	239	6.73551
128	329	2.50921
128	341	5.83196
128	350	3.52601
128	356	7.92411
129	151	7.57509
129	214	3.98722
129	306	5.69023
129	330	6.33113
130	180	3.54603
130	362	5.38956
131	302	9.14052
132	249	8.37786
132	438	1.12211
132	453	4.26718
132	571	5.49482
132	572	8.14709
133	475	6.49216
134	547	1.36544
135	296	7.8946
136	170	6.71163
136	174	4.30855
136	340	5.42814
141	227	6.71951
142	159	1.9832
142	205	5.12422
144	222	4.13622
145	268	6.90473
146	192	8.03052
147	192	8.23456
149	205	9.33173
149	249	3.88667
149	481	5.80662
151	176	1.77722
151	178	8.42536
151	179	2.51647
151	180	2.74544
151	182	8.40611
151	186	6.1341
151	189	3.73913
151	238	6.82663
151	250	8.09592
151	306	7.50548
151	307	4.03826
151	312	2.28408
151	318	5.64664
151	330	6.26717
151	378	3.32577
151	381	4.44585
151	389	5.85386
151	506	4.94475
151	514	9.24221
151	564	8.65873
151	579	5.84125
151	580	8.5604
151	581	1.4295
151	582	4.1994
151	583	1.3972
151	584	1.10184
152	585	4.46173
152	586	8.44707
154	165	9.66733
154	169	2.24442
154	170	9.96857
154	303	8.84003
154	329	2.72483
154	341	8.72484
154	401	8.04288
154	573	7.48978
155	321	2.31569
155	341	3.61277
156	341	3.76228
156	357	9.69396
157	168	1.44718
157	341	2.9446
157	350	9.79121
157	366	4.91048
158	162	5.73773
163	487	6.87161
164	199	6.50271
164	257	5.9357
164	555	4.61334
164	593	3.16018
164	594	6.71052
164	595	7.88315
164	596	6.23443
164	597	7.68958
164	598	2.15962
164	599	7.32192
164	600	3.88889
164	601	4.20612
165	170	5.21793
165	177	7.62412
165	341	3.36951
165	352	6.30975
165	602	4.69103
166	303	3.66851
166	341	4.13309
167	341	9.90544
167	357	8.94698
168	184	9.37739
168	239	5.678
168	341	9.88317
168	358	3.02992
168	371	8.85408
169	170	1.87884
169	181	8.15494
169	303	4.68622
169	341	7.07391
170	178	5.37163
170	179	1.74367
170	243	1.34119
170	285	2.36343
170	341	9.17228
170	377	6.01865
170	521	8.06065
170	608	1.91466
171	175	7.23408
171	303	4.04341
171	325	6.09375
171	341	5.95271
172	341	9.52441
173	250	3.66125
174	184	6.59405
174	187	5.44432
174	321	8.69639
174	341	7.22415
174	372	4.85538
174	510	7.12389
175	177	3.42667
175	341	9.95556
176	181	6.39063
176	330	6.29668
177	341	2.98821
178	179	9.18091
178	183	5.56014
178	357	2.34559
178	359	8.93682
178	378	4.12415
179	328	6.02305
181	238	4.2563
181	252	7.36658
183	764	2.89341
184	239	7.07337
184	321	8.24875
185	187	5.18602
185	321	4.18451
185	341	4.57165
186	306	8.72887
186	330	9.78639
187	303	6.12189
187	341	9.53978
187	357	6.86837
188	341	9.62665
191	247	8.08979
191	520	9.13621
191	536	2.96072
195	249	7.6574
195	468	6.42503
196	249	5.41471
197	249	6.27796
198	249	5.25208
198	470	7.70508
204	405	6.13006
205	299	4.82473
207	212	2.45073
207	220	7.1705
207	310	1.52952
207	617	6.93339
210	249	3.33899
213	496	6.06405
213	499	2.42188
213	500	9.99842
213	623	4.15589
214	238	4.43973
214	265	5.43112
214	532	8.63085
214	554	3.9247
214	618	1.24753
214	619	4.92567
214	620	2.30817
214	621	4.32662
215	344	3.21361
217	249	2.46357
217	426	2.00265
218	249	4.5836
219	296	3.32668
220	249	6.32041
220	293	4.16651
222	503	6.9042
224	349	3.817
224	496	1.60621
224	500	6.22812
224	624	9.52711
225	499	1.37362
225	623	4.55878
225	625	6.95976
227	626	8.20737
228	249	5.83603
230	317	7.76813
230	407	1.77334
231	388	5.47448
232	502	7.52289
233	627	8.20358
236	249	3.71771
237	341	5.94063
237	359	4.50646
237	375	8.11859
237	573	5.8913
238	307	1.63689
238	322	6.3985
238	329	6.89897
238	330	5.93209
238	506	1.708
239	341	2.55918
240	285	8.35659
240	362	2.00312
240	369	3.89196
240	396	7.94776
240	526	5.93774
240	576	3.01636
240	577	8.56106
240	631	8.21097
241	341	5.88748
243	341	2.72012
245	291	9.07485
246	328	5.89305
246	518	7.13823
246	570	8.37004
246	632	5.15302
247	520	5.73618
247	536	5.55145
247	755	8.1126
249	255	8.50104
249	269	8.05733
249	276	3.12693
249	281	1.43402
249	286	1.07081
249	294	2.79532
249	295	8.51258
249	297	4.77392
249	314	5.04596
249	315	2.48471
249	316	7.17982
249	317	4.42261
249	323	2.46198
249	327	6.09856
249	336	6.84011
249	337	2.05778
249	338	7.17241
249	342	2.41724
249	388	5.4794
249	408	9.22231
249	410	4.19675
249	414	5.44051
249	422	8.52062
249	423	3.94502
249	424	5.59074
249	425	1.06883
249	428	6.02916
249	430	5.01378
249	431	6.4061
249	432	9.5247
249	434	1.09025
249	435	7.08408
249	436	7.30309
249	437	7.18448
249	440	2.61085
249	441	8.75779
249	442	7.64742
249	444	8.78736
249	445	8.68857
249	446	9.75535
249	447	7.73193
249	448	2.72037
249	449	4.51507
249	451	1.93964
249	452	5.96541
249	454	3.66839
249	456	5.07275
249	457	3.35904
249	458	7.0526
249	459	1.87113
249	460	9.06009
249	461	4.05859
249	462	2.36097
249	463	9.85594
249	464	8.63161
249	465	3.71469
249	466	2.43607
249	468	2.31669
249	470	1.44067
249	471	4.63895
249	472	1.41706
249	473	2.35995
249	477	9.33376
249	478	7.7835
249	480	8.92302
249	482	8.18286
249	483	5.85787
249	485	2.8915
249	486	3.95085
249	488	1.07013
249	489	8.3435
249	490	7.83209
249	505	1.98572
249	509	8.62474
249	592	7.63203
249	628	7.35387
249	634	5.50449
249	635	3.72063
249	636	3.65372
249	637	4.19754
249	638	2.02275
249	639	6.85711
249	640	2.13663
249	641	8.61575
249	642	5.84561
249	643	8.54093
249	644	4.54132
249	645	6.81243
249	646	3.49358
249	647	5.52859
249	648	6.13035
249	649	4.70586
249	650	6.04639
249	651	4.66628
249	652	5.20678
249	653	9.15474
249	654	3.74851
249	655	8.2679
249	656	1.37237
249	657	2.07332
249	658	6.56349
249	659	3.97928
249	660	2.65545
249	661	3.19188
249	662	2.23302
249	663	9.64568
249	664	6.34643
249	665	5.71396
249	666	9.0342
249	667	6.47099
249	668	9.86926
249	669	7.66205
249	670	8.24306
249	671	2.59581
249	672	2.49603
249	673	2.95281
249	674	6.34083
249	675	5.36369
249	676	6.46086
249	677	2.71402
249	678	7.43843
249	679	4.72274
249	680	5.37909
249	681	2.45516
249	682	2.30395
249	683	5.79271
249	684	9.94847
249	685	5.5015
249	686	3.26846
249	687	2.32497
249	688	3.42559
249	689	1.36296
254	403	2.32458
254	496	8.17614
254	499	5.80459
259	296	7.99695
259	348	5.40264
259	499	4.97089
260	791	5.55411
260	791	1.88913
260	791	4.57101
265	532	5.83959
265	618	8.33926
265	619	6.95414
265	621	2.84525
271	438	8.25396
275	388	9.52671
277	341	3.55012
277	503	7.73925
281	697	8.6598
285	396	2.8004
285	526	5.12457
285	577	5.64465
289	378	6.16374
290	409	5.24233
291	311	3.37472
291	324	4.69998
291	609	5.45998
291	612	1.28181
291	700	2.58585
296	305	8.06725
296	339	9.09115
296	421	2.23882
296	496	8.2844
296	499	2.69999
296	565	3.42998
296	625	8.08338
296	629	3.97817
296	702	1.05832
302	304	8.09547
302	328	3.72585
303	321	9.7067
303	325	2.50927
303	341	3.62001
303	356	2.62451
303	358	2.47064
303	361	9.59785
304	341	5.95492
305	403	4.10661
306	330	4.47222
306	389	9.91678
306	764	4.96831
307	506	6.50963
308	496	9.94971
309	545	4.9422
309	704	5.38075
311	324	4.81566
311	609	9.09443
318	330	1.76357
318	764	9.78628
320	391	9.41967
321	329	5.01037
321	341	5.49866
321	603	3.31978
325	341	8.35203
325	356	3.53539
325	358	7.57148
326	341	6.51318
329	341	1.88992
329	350	3.48012
329	356	1.23566
329	360	2.3544
329	374	4.24929
330	514	6.71117
330	569	8.50471
330	584	3.64628
330	764	1.95791
331	708	5.96781
333	335	5.72681
333	347	6.62481
334	395	9.85659
335	417	9.97248
335	491	6.57979
335	493	3.84841
335	497	5.90186
335	616	9.20182
336	438	6.1828
337	485	1.55952
339	346	5.07819
339	348	5.24045
339	349	7.24547
339	421	7.61292
339	496	9.97386
339	499	2.0327
339	504	6.3326
339	549	8.07137
339	574	2.39046
339	623	2.32326
339	624	9.1726
339	625	4.73285
339	711	3.1278
339	712	6.01604
339	713	8.70056
339	776	1.72706
339	783	4.12469
341	352	3.01924
341	354	8.53905
341	355	3.47964
341	358	2.23079
341	359	4.50152
341	361	1.2446
341	363	5.53774
341	364	6.97658
341	366	1.63237
341	367	1.88604
341	368	6.67676
341	372	4.82192
341	373	8.99025
341	374	8.63479
341	375	8.06031
341	377	5.16496
341	379	4.65042
341	380	7.23774
341	401	2.03917
341	510	6.9313
341	521	4.30643
341	553	1.61205
341	573	3.19936
341	575	8.60078
341	588	4.45919
341	603	5.12502
341	604	2.11008
341	605	6.60338
341	606	9.45397
341	607	4.31865
341	608	9.84378
341	692	5.87262
341	716	9.61784
341	717	9.24298
341	718	2.98139
341	719	2.15234
341	720	4.03906
341	721	7.05299
341	722	6.44124
343	571	2.20242
346	499	2.58404
347	406	7.91187
347	417	4.27437
347	498	4.5797
347	589	6.94898
347	723	1.04683
347	785	5.75928
348	496	7.61243
348	625	5.91943
348	713	1.64907
349	496	2.19495
349	500	5.42884
349	724	4.45203
352	380	8.46528
352	381	5.14294
353	510	6.675
359	375	1.92614
359	573	8.45371
360	374	9.06316
360	725	1.02096
361	380	6.57174
362	373	8.09142
369	396	1.2146
369	511	9.84818
369	537	2.85486
369	631	6.55718
370	378	5.15689
370	389	2.65693
375	573	1.21778
382	418	7.11271
382	534	1.75175
385	386	6.36059
391	398	7.40636
392	503	7.01188
396	503	5.87159
396	511	4.87494
396	517	3.77649
396	523	7.65919
396	526	8.56041
396	537	3.08547
396	602	9.5789
396	613	2.36303
396	615	7.62525
396	631	3.4416
396	730	9.98808
396	731	6.96641
396	732	3.1446
396	733	6.8149
396	734	9.09963
403	706	3.14085
405	420	2.04374
405	559	1.07639
405	578	6.12643
406	417	4.22624
410	429	8.63588
410	443	3.59464
416	438	9.74789
416	736	1.68457
417	589	1.27441
417	738	1.92536
419	551	7.11893
